name,iso_country,municipality,iata_code
Psebay Airport,RU,Psebay,
Bugry Helipad,RU,,
Osinovaya Roshcha Helipad,RU,Saint Petersburg,
Morozovo Airstrip,RU,Morozovo,
Kamyshin Airport,RU,Kamyshin,
GAI (russian road police) helipad,RU,Nizhny Novgorod,
Karachayevsk Airfield,RU,Karachayevsk,
Nizhneudinsk Airport,RU,Nizhneudinsk,
Salmiyarvi Airport,RU,Nikel,
Anna Heliport,RU,Anna,
Afipsky Airport,RU,Afipsky,
Torbusha Airstrip,RU,Torbusha,
Zyryanka West Airport,RU,Zyryanka,
Guba Gryaznaya Heliport,RU,Safonovo,
Shonguy Airfield,RU,Shonguy,
Pyalitsa Airport,RU,Pyalitsa,
Kashkarantsy Airstrip,RU,Kashkarantsy,
Olenitsa Airfield,RU,Olenitsa,
Kuzreka Airport,RU,Kuzreka,
Aerodrom Tsherskaia,RU,,
Emilovo,RU,,
Seredka,RU,,
Gurlevo,RU,Kerstovo,
Atsevo,RU,,
Poklonnaya Hill Helipad,RU,Moscow,
Chistyy Airport,RU,Chistyy,
Priboynyy Airport,RU,Priboynyy,
Krivolutskaya Airport,RU,Karakhun,
Vorskoe Airstrip,RU,,
Nikolinu Airstrip,RU,,
Zhurban Airport,RU,Snezhnogorsk,
Khvoynyy Airport,RU,Khvoynyy,
Kakhovka/Romny Airbase,RU,Kakhovka,
Kakhovka Airfield,RU,Kakhovka,
Pozdeevka Airport,RU,Pozdeevka,
Amaranka Airfield,RU,Amaranka,
Cheremkhovo Airstrip,RU,Cheremkhovo,
Sorokino Airfield,RU,,
Eldikan Airstrip,RU,Eldikan,
Novoselovo Airport,RU,Novoselovo,
Balakhta Airport,RU,Balakhta,
Krasnoturansk Airport,RU,Krasnoturansk,
Oktyabrskiy Airport,RU,Oktyabrskiy,
Anash Airport,RU,Anash,
Motygino Airport,RU,Motygino,
Novoangarsk Airport,RU,Novoangarsk,
Lamutskoye Airport,RU,Lamutskoye,
Schloss Waldau Airstrip,RU,,
Vaga River Heliport,RU,Velsk,
Pricep Airstrip,RU,,
Tarosovo Airstrip,RU,Tarosovo,
Alexandria Heliport,RU,Salsk,
Otkritie Arena Heliport,RU,Tushino,
Tushino Heliport,RU,Tushino,
Volkhov-Most river runway,RU,Volkhov-Most,
Vrachovo-Gorki Airport,RU,Vrachovo-Gorki,
Seltsy Heliport,RU,Seltsy,
Padinskoye Airstrip,RU,Padinskoye,
Kotovo Airfield,RU,Kotovo,
Aviator-3,RU,,
Baranikha Airport,RU,Baranikha,
Cherek,RU,Cherek,
Belgorod-Severniy Airstrip,RU,Belgorod,
Smirnykh Air Base,RU,Smirnykh,
Zavitinsk Air Base,RU,Zavitinsk,
Pervomaysk/Zhitnitsa Airfield,RU,Pervomaysk,
Taldom airstrip,RU,Taldom,
Dalnerechensk Airport,RU,Dalnerechensk,DLR
Korpiya Airstrip,RU,Korpiya,
Kotly Airfield,RU,Kotly,
Begunitsy Northwest Airfield,RU,Begunitsy,
Golubkovo Airfield,RU,Golubkovo,
Luga Bereg Airstrip,RU,,
Rybezhno West,RU,Lesozavod,
Aleksandrov East Airport,RU,Aleksandrov,
Bogoslovo Airport,RU,Vladimir,
Bolshiye Vsegodichi Airport,RU,Kovrov,
Vtorovo Airport,RU,Vtorovo,
Kameno Airport,RU,Kameshkovo,
Gorokhovets Airport,RU,Gorokhovets,
Danilkovo Airport,RU,Vyazniki,
Paustovo Airfield,RU,Paustovo,
Doskino Airport,RU,Doskino,
Shapkino Airport,RU,Troitsa,
Krapivye Airport,RU,Suzdal,
Nebyloye Airfield,RU,Zventsovo,
Tarbayevo Airport,RU,Staryy Dvor,
Turtino Airport,RU,Vysheslavskoye,
Orlovka Airfield,RU,Petrovskoye,
Selizharovo Airfield,RU,,
Kusnetsovka Airfield,RU,Lukovnikovo,
Bakhta Airport,RU,Bakhta,
Lebed Airport,RU,Lebed,
Poligus Airport,RU,Poligus,
Vorogovo Airport,RU,Vorogovo,
Visokiy Airstrip,RU,,
Orlovka Air Base,RU,Vernoye,
Kubinka Air Base,RU,Kubinka,
Onega Andozero Air Base,RU,Onega,
Gorelovo Aerodrome,RU,Saint Petersburg,
Lebedovo Air Base,RU,Privolzsky,
Gorin Air Base,RU,Gorin,
Kamensk-Uralskiy Air Base,RU,Kamensk Uralskiy,
Monchegorsk Air Base,RU,Monchegorsk,
Vozzhayevka Air Base,RU,Vozzhayevka,
Dno Air Base,RU,Dno,
Kryuchkovo Air Base,RU,Tver,
Dobrynskoye Air Base,RU,Vladimir,
Nerchinsk Air Base,RU,Nerchinsk,
Lodeynoye Pole Air Base,RU,Lodeynoye Pole,
Dolinsk-Sokol Air Base,RU,Dolinsk,
Logovushka Airfield,RU,Kurgan,
Mukachevo Air Base,UA,Mukachev,
Ukrainka Air Base,RU,Belogorsk,
Gromovo Air Base,RU,Gromovo,
Samara Kryazh Air Base,RU,Samara,
Dombarovskiy Air Base,RU,Dombarovskiy,
Reshma Air Base,RU,Kinesma,
Greem Bell Air Base,RU,Khatanga,
Uka Airport,RU,Uka,
Dzhida Air Base,RU,Dzhida,
Shadrinsk Air Base,RU,Shadrinsk,
Tiksi North Air Base,RU,Tiksi,
Umbozero Air Base,RU,Umbozero,
Poduzhemye Air Base,RU,,
Luostari Air Base,RU,Zapolyarnyj,
Vorotynsk Air Base,RU,Vorotynsk,
Letneozerskiy Air Base,RU,Obozerskiy,
Bagay-Baranovka Air Base,RU,Sennoy,
Severny Air Base,RU,Orsk,
Kansk Air Base,RU,Kansk,
Salmi Air Base,RU,Ilinskiy,
Domna Air Base,RU,Chita,
Loukhi-3 Air Base,RU,Loukhi,
Tambov Air Base,RU,Tambov,
Nurmalitsy Air Base,RU,Olonec,
Danilovo Air Base,RU,Yoshkar Ola,
Olenya Air Base,RU,Olenegorsk,
Rogachyovo Air Base,RU,Belaya,
Shatalovo Air Base,RU,Pochinok,
Cheryomushki Air Base,RU,Chita,
Klyuchi Air Base,RU,Klyuchi,
Chudovo Air Base,RU,Lyuban,
Karaksar Air Base,RU,Olovyannaya,
Chuguyevka Air Base,RU,Chuguyevka,
Klin Air Base,RU,Klin,
Saratov Sokol Airfield,RU,Saratov,
Kilpyavr Air Base,RU,Murmansk,
Verkhnaya Zaimka Air Base,RU,Nizhneangarsk,
Smuravyovo Air Base,RU,Gdov,
Yugoryonok Airport,RU,Yugoryonok,
Slavgorod Yuzhniy Air Base,RU,Slavgorod,
Ivanovo North Air Base,RU,Ivanovo,
Petrovsk Air Base,RU,Petrovsk,
Mengon Air Base,RU,Elban,
Maysionvara Air Base,RU,Suojarvi,
Lenino Air Base,RU,Lenino,
Lovozero Airport,RU,Lovozero,
Marienkhof Air Base,RU,Pionersky,
Orenburg Air Base,RU,Orenburg,
Khada Bulak Air Base,RU,Sherlovaya Gora,
Lyambir Air Base,RU,Saransk,
Ulan-Ude East Airport,RU,Ulan Ude,
Michurinsk Air Base,RU,Michurinsk,
Idritsa Air Base,RU,Idritsa,
Savasleyka Air Base,RU,Vykska,
Nivenskoye Air Base,RU,Kaliningrad,
Matrosovo Air Base,RU,Leonidovo,
Koshka Yavr Air Base,RU,Zapolyarnyj,
Povorino Air Base,RU,Povorino,
Tiksi West Air Base,RU,Tiksi,
Step Air Base,RU,Yasnogorsk,
"Gorny Air Base,RU,""Gorny, Saratov Oblast"","
Klimovo Air Base,RU,Klimovo,
Salka Airfield,RU,Nizhny Tagil,
Ukkurey Air Base,RU,Chernysevsk,
Yugorsk Sovetsky Air Base,RU,Yugorsk,
Uprun Air Base,RU,Uvelsky,
Vetrovoye Air Base,RU,Burevestnik,
Voronezh Baltimor Air Base,RU,Voronezh,
Sharomy Air Base,RU,Sharomy,
Engels Air Base,RU,Saratov,
Totskoye Air Base,RU,Totskoye,
Dorokhovo Air Base,RU,Bezhetsk,
Tambovka Air Base,RU,Tambovka,
Beryozovka Air Base,RU,Pechora,
Yaroslavl Levtsovo Air Base,RU,Yaroslavl,
Vorkuta Sovetskiy Air Base,RU,Vorkuta,
Krapivnya Airfield,RU,Zdanovo,
Engozero Air Base,RU,Louhi,
Krechevitsy Air Base,RU,Novgorod,
Zherdevka Air Base,RU,Zherdevka,
Medyn-Aduyevo Air Base,RU,Kaluga,
Sumsk Air Base,RU,Volosovo,
Ostrov Bolshevik Air Base,RU,Ostrov Bolshevik,
Rzhev Air Base,RU,Rzhev,
Shaykovka Air Base,RU,Kirov,
Kirsanov Air Base,RU,Kirsanov,
Smolensk South Airport,RU,Smolensk,
Velikiy Ustyug Airport,RU,Velikiy Ustyug,VUS
Ruti Airport,PG,Kawbenaberi,RUU
River Cess Airport/Heliport,LR,River Cess,RVC
Gako Airport,RW,Gako,
Quartz Hill Airport,US,Lancaster,RZH
Opheim Airport,US,Opheim,
Condon US Forest Service Airport,US,Condon,
Hot Springs Airport,US,Hot Springs,
Copalis State Airport,US,Copalis,
Forks Airport,US,Forks,
International Peace Garden Airport,US,Dunseith,
Lebanon State Airport,US,Lebanon,
Lopez Island Airport,US,Lopez,LPS
Okanogan Legion Airport,US,Okanogan,
Smoketown Airport,US,Smoketown,
Harvey Field,US,Snohomish,
Spanaway Airport,US,Spanaway,
Miller Memorial Airpark,US,Vale,
Andy Mc Beth Airport,US,Klamath Glen,
Kenmore Air Harbor Inc Seaplane Base,US,Kenmore,KEH
Skyharbor Airport,US,Selma,
Homedale Municipal Airport,US,Homedale,
Orofino Municipal Airport,US,Orofino,
Lost Isle Seaplane Base,US,Stockton,
Brooks Seaplane Base,US,Coeur D'Alene,
Magee Airport,US,Coeur D Alene,
Green Sea Airport,US,Green Sea,
Indian Creek US Forest Service Airport,US,Indian Creek,
Kooskia Municipal Airport,US,Kooskia,
Sky Harbor Airport,US,Sultan,
Skykomish State Airport,US,Skykomish,
Craigmont Municipal Airport,US,Craigmont,
Elk City Airport,US,Elk City,
Fish Lake /US Forest Service/ Airport,US,Fish Lake,
Cle Elum Municipal Airport,US,Cle Elum,
Lake Pend Oreille Seaplane Base,US,Glengary,
Al Bir Highway Strip,SA,,
Al Wariah SE Highway Strip,SA,,
Qalibah Highway Strip,SA,,
Ras Safaniya,SA,,
Al Hasa Airport,SA,,
Ugtah Highway Strip,SA,,
Uwayqilah Airport,SA,,
Kharmiyah Airstrip,SA,,
Khurais Airport,SA,Khurais oil field,
Cachi Airport,AR,Cachi,
Cafayate Airport,AR,Cafayate,
Villa Minetti Airport,AR,Villa Minetti,
Isla Martin Garcia Airport,AR,Isla Martin Garcia,
Bell Ville Airport,AR,Bell Ville,
Santa Rita Airport,AR,Saladillo,
El Porton Airport,AR,Buta Ranquil,
Estancia Don Panos Airport,AR,Presidencia Roca,
Campo Arenal Airport,AR,Campo Arenal,
Quemu Quemu Airport,AR,Quemu Quemu,
Estancia La Estrella Airport,AR,Tandil,
Miramar Airport,AR,Miramar,MJR
Lago Fagnano North Airport,AR,Toluhin,
La Puntilla Airport,AR,La Puntilla,
Rio Cuarto Aeroclub Airport,AR,Rio Cuarto,
Puerto Deseado West Airport,AR,Puerto Deseado,
Loma La Lata Airport,AR,Neuquen,
Veinticinco De Mayo Airport,AR,Colonia Veinticinco de Mayo,
Santa Victoria Airport,AR,Salta,
ApÃƒÆ’Ã‚Â³stoles Airport,AR,Apostoles,
Calilegua Airport,AR,Calilegua,
CaÃƒÆ’Ã‚Â±adon Seco Airport,AR,CaA+-adon Seco,
Bella Vista Airport,AR,Bella Vista,
Puerto Rosales Airport,AR,Puerto Rosales,
Choele Choel Airport,AR,Choele Choel,
Colonia Catriel Airport,AR,Colonia Catriel,CCT
San Nicolas De Los Arroyos Airport,AR,San Nicolas,
Venado Tuerto Airport,AR,Venado Tuerto,
Comandante Luis Piedrabuena Airport,AR,Comandante Luis Piedrabuena,
Trelew Aeroclub Airport,AR,Trelew,
AndalgalÃƒÆ’Ã‚Â¡ Airport,AR,Andalgala,
Saladillo Airport,AR,Saladillo,
Las Lajas Airport,AR,Las Lajas,
Jujuy Aeroclub Airport,AR,San Salvador de Jujuy,
San Juan Aeroclub Airport,AR,San Juan,
El Colorado Airport,AR,El Colorado,
Santa Maria Airport,AR,Santa Maria,
Londres/BelÃƒÆ’Ã‚Â©n Airport,AR,Londres/Belen,
Frias Airport,AR,Frias,
Fiambala Airport,AR,Fiambala,
Petrel Airport,AQ,,
San Antonio De Areco Airport,AR,San Antonio de Areco,
Comodoro Pierrestegui Airport,AR,Concordia,COC
Gualeguaychu Airport,AR,Gualeguaychu,GHU
Punta Indio Base Aeronaval,AR,Veronica,
Junin Airport,AR,Junin,JNI
Mazaruca Airport,AR,Puerto Ibicuy/Mazuraca,
Pergamino Airport,AR,Pergamino,
General Urquiza Airport,AR,Parana,PRA
Islas Malvinas Airport,AR,Rosario,ROS
Villaguay Airport,AR,Villaguay,
Sauce Viejo Airport,AR,Santa Fe,SFN
Jorge Newbery Airpark,AR,Buenos Aires,AEP
Cap D. Omar DarÃƒÆ’Ã‚Â­o Gelardi Airport,AR,Santa Isabel - Cordoba,
La Cumbre Airport,AR,La Cumbre,LCM
Coronel Olmedo Airport,AR,Cordoba,
Escuela De Aviacion Militar Airport,AR,Santa Isabel - Cordoba,
Pilar Airport,AR,Pilar,
Laguna Larga Airport,AR,Laguna Larga,
Villa General Mitre Airport,AR,Villa General Mitre,
Ascochinga Airport,AR,Ascochinga,
Ingeniero Ambrosio Taravella Airport,AR,Cordoba,COR
Chepes Airport,AR,Chepes,
Monte Quemado Airport,AR,Monte Quemado,
Villa De Soto Airport,AR,Villa de Soto,
Chamical Airport,AR,Gobernador Gordillo,
Villa Maria Airport,AR,Villa Maria del Rio Seco,
Don Torcuato Airport,AR,Don Torcuato,
San Fernando Airport,AR,San Fernando,FDO
Monte Grande Airport,AR,Monte Grande,
Mariano Moreno Airport,AR,General Sarmiento,
La Plata Airport,AR,La Plata,LPG
Moron Airport,AR,Moron,
Campo De Mayo Airport MIL,AR,Campo de Mayo,
El Palomar Airport,AR,El Palomar,EPA
Quilmes Airport,AR,Quilmes,
Merlo Airport,AR,Merlo,
AerÃƒÆ’Ã‚Â³dromo San Justo - Aeroclub Argentino,AR,San Justo,
Matanza Airport,AR,La Matanza,
General Acha Airport,AR,General Acha,
Las Flores Airport,AR,Las Flores,
ÃƒÆ’Ã‚â€˜anco Lauquen Airport,AR,Trenque Lauquen,
Ministro Pistarini International Airport,AR,Buenos Aires,EZE
Rafaela Airport,AR,Rafaela,RAF
Sagwon Airport,US,Sagwon,
Chos Malal Airport,AR,Chos Malal,HOS
Caviahue Airport,AR,Lafontaine,CVH
Dr. Arturo H. Illia Airport,AR,General Roca,GNR
Rincon De Los Sauces Airport,AR,Rincon de los Sauces,RDS
Zapala Airport,AR,Zapala,APZ
Salamo Airport,PG,Salamo,SAM
General Alvear Airport,AR,General Alvear,
Cristo Redentor Airport,AR,Cristo Redentor,
El Plumerillo Airport,AR,Mendoza,MDZ
Valle Hermoso Airport,AR,Valle Hermoso,
Jachal Airport,AR,Jachal,
Punta De Vacas Airport,AR,Punta de Vacas,
Comodoro D.R. SalomÃƒÆ’Ã‚Â³n Airport,AR,Malargue,LGS
La Paz Airport,AR,La Paz,
Mendoza Airpark,AR,Mendoza,
Suboficial Ay Santiago Germano Airport,AR,San Rafael,AFA
San Carlos Airport,AR,San Carlos,
Uspallata Airport,AR,Uspallata,
Catamarca Airport,AR,Catamarca,CTC
Sandwash Backcountry Strip,US,,
Vicecomodoro Angel D. La Paz AragonÃƒÆ’Ã‚Â©s Airport,AR,Santiago del Estero,SDE
Las Termas Airport,AR,Rio Hondo,
Tinogasta Airport,AR,Tinogasta,
Capitan V A Almonacid Airport,AR,La Rioja,IRJ
Chilecito Airport,AR,Chilecito,
Termas de RÃƒÆ’Ã‚Â­o Hondo international Airport,AR,Termas de Rio Hondo,RHD
Teniente Benjamin Matienzo Airport,AR,San Miguel de Tucuman,TUC
Domingo Faustino Sarmiento Airport,AR,San Juan,UAQ
Ceres Airport,AR,Ceres,CRR
Area De Material Airport,AR,Rio Cuarto,RCU
Villa Dolores Airport,AR,Villa Dolores,VDR
Rio Tercero Airport,AR,Rio Tercero,
La Quiaca Airport,AR,La Quiaca,
Marcos Juarez Airport,AR,Marcos Juarez,
Villa Reynolds Airport,AR,Villa Mercedes,VME
Valle Del Conlara International Airport,AR,Merlo,RLO
Brigadier Mayor D Cesar Raul Ojeda Airport,AR,San Luis,LUQ
Presidente NÃƒÆ’Ã‚Â©stor Kirchner Regional Airport,AR,Villa Maria,
Corrientes Airport,AR,Corrientes,CNQ
Resistencia (City) Airport,AR,Resistencia,
Resistencia International Airport,AR,Resistencia,RES
Formosa Airport,AR,Formosa,FMA
Caa Cati Airport,AR,General Paz,
Cataratas Del IguazÃƒÆ’Ã‚Âº International Airport,AR,Puerto Iguazu,IGR
Paso De Los Libres Airport,AR,Paso de los Libres,AOL
Monte Caseros Airport,AR,Monte Caseros,MCS
Ituzaingo Airport,AR,Ituzaingo,
Libertador Gral D Jose De San Martin Airport,AR,Posadas,PSS
Villa Angela Airport,AR,Villa Angela,
Salton Sea Airport,US,Salton City,SAS
Martin Miguel De Guemes International Airport,AR,Salta,SLA
Gobernador Horacio Guzman International Airport,AR,San Salvador de Jujuy,JUJ
Salar De Cauchari Airport,AR,Salar de Cauchari,
OrÃƒÆ’Ã‚Â¡n Airport,AR,Oran,ORA
Laboulaye Airport,AR,Laboulaye,
Rivadavia Airport,AR,Rivadavia,
General Enrique Mosconi Airport,AR,Tartagal,TTG
Clorinda Airport,AR,Clorinda,CLX
El Dorado Airport,AR,El Dorado,ELO
Goya Airport,AR,Goya,OYA
Bernardo De Irigoyen Airport,AR,Bernardo de Irigoyen,
Alferez Armando Rodriguez Airport,AR,Las Lomitas,LLS
Mercedes Airport,AR,Mercedes,MDX
OberÃƒÆ’Ã‚Â¡ Airport,AR,Obera,
Reconquista Airport,AR,Reconquista,RCQ
Curuzu Cuatia Airport,AR,Curuzu Cuatia,UZU
Piedra Del Aguila Airport,AR,Piedra del Aguila,
El Bolson Airport,AR,El Bolson,EHL
General E. Mosconi Airport,AR,Comodoro Rivadavia,CRD
El Maiten Airport,AR,El Maiten,EMX
Brigadier Antonio Parodi Airport,AR,Esquel,EQS
Las Heras Airport,AR,Las Heras,LHS
Cabo F.A.A. H. R. BordÃƒÆ’Ã‚Â³n Airport,AR,Ingeniero Jacobacci,IGB
Lago Musters Airport,AR,Sarmiento,
Antoine de Saint ExupÃƒÆ’Ã‚Â©ry Airport,AR,San Antonio Oeste,OES
San Pedro Airport,AR,San Pedro,
Paso De Los Indios Airport,AR,Paso de los Indios,
Maquinchao Airport,AR,Maquinchao,MQD
D. Casimiro Szlapelis Airport,AR,Alto Rio Senguerr,ARR
Sierra Grande Airport,AR,Sierra Grande,SGV
Almirante Marco Andres Zar Airport,AR,Rawson,REL
Gobernador Castello Airport,AR,Viedma / Carmen de Patagones,VDM
El Tehuelche Airport,AR,Puerto Madryn,PMY
Lago Argentino Airport,AR,El Calafate,ING
Marambio Base,AQ,Seymour Island,
El Calafate Airport,AR,El Calafate,FTE
Puerto Deseado Airport,AR,Puerto Deseado,PUD
Hermes Quijada International Airport,AR,Rio Grande,RGA
Piloto Civil N. FernÃƒÆ’Ã‚Â¡ndez Airport,AR,Rio Gallegos,RGL
Malvinas Argentinas Airport,AR,Ushuahia,USH
Capitan D Daniel Vazquez Airport,AR,San Julian,ULA
Tolwin Observatory Airport,AR,Tolwin (Lago Fagnano)/observatorio MET(TAIS),
Rio Mayo Airport,AR,Rio Mayo,ROY
EstaciÃƒÆ’Ã‚Â³n Aeronaval Airport,AR,Ushuahia,
Perito Moreno Airport,AR,Perito Moreno,PMQ
Gobernador Gregores Airport,AR,Gobernador Gregores,GGS
Jose De San Martin Airport,AR,Chubut,JSM
28 de Noviembre Airport,AR,Rio Turbio,RYO
Santa Cruz Airport,AR,Santa Cruz,RZA
Matienzo Base,AQ,,
Base Belgrano II Airport,AQ,,
Esperanza Base,AQ,Hope Bay,
Jubany Airbase,AQ,South Shetland Archipielago- King George Island,
Orcadas Base,AQ,Laurie Island,
San MartÃƒÆ’Ã‚Â­n Base,AQ,,
Azul Airport,AR,Azul,
Comandante Espora Airport,AR,Bahia Blanca,BHI
Brigadier D.H.E. Ruiz Airport,AR,Coronel Suarez,CSZ
Dolores Airport,AR,Dolores,
PigÃƒÆ’Ã‚Â¼ÃƒÆ’Ã‚Â© Airport,AR,PigA 1/4e,
Olavarria Airport,AR,Olavarria,OVR
General Pico Airport,AR,General Pico,GPO
Tres Arroyos Airport,AR,Tres Arroyos,OYO
Bolivar Airport,AR,Bolivar,
Benito Juarez Airport,AR,Benito Juarez,
Cerro Catedral Airport,AR,Cerro Catedral,
Santa Teresita Airport,AR,Santa Teresita,SST
ÃƒÆ’Ã‚Âstor Piazzola International Airport,AR,Mar del Plata,MDQ
Presidente Peron Airport,AR,Neuquen,NQN
Necochea Airport,AR,Necochea,NEC
Comodoro Pedro Zanni Airport,AR,Pehuajo,PEH
Rio Colorado Airport,AR,Rio Colorado,
Santa Rosa Airport,AR,Santa Rosa,RSA
San Carlos De Bariloche Airport,AR,San Carlos de Bariloche,BRC
HÃƒÆ’Ã‚Â©roes De Malvinas Airport,AR,Tandil,TDL
Puelches Airport,AR,Puelches,
Villa Gesell Airport,AR,Villa Gesell,VLG
Cutral-Co Airport,AR,Cutral-Co,CUT
Nueve De Julio Airport,AR,Nueve de Julio,
Aviador C. Campos Airport,AR,Chapelco/San Martin de los Andes,CPC
Viru Harbour Airstrip,SB,Viru,VIU
Fazenda Sao Sebastiao Airport,BR,Sao Jose so Barreiro,
Aurea Airport,BR,Serra Do Salitre,
Pirenopolis Centeral Airport,BR,Pirenopolis,
Jmf Airport,BR,Campo Formos,
Fazenda Bela Vista Airport,BR,3 Marias,SB2
ConceiÃƒÆ’Ã‚Â§ÃƒÆ’Ã‚Â£o do Araguaia Airport,BR,Conceicao Do Araguaia,CDJ
Aracati Airport,BR,Aracati,ARX
Bauru-Arealva Airport,BR,Bauru,
Campo DÃƒÆ’Ã‚Â©lio Jardim de Mattos Airport,BR,Rio De Janeiro,
AmapÃƒÆ’Ã‚Â¡ Airport,BR,Amapa,
Base AÃƒÆ’Ã‚Â©rea Airport,BR,Anapolis,
Araraquara Airport,BR,Araraquara,AQA
Santa Maria Airport,BR,Aracaju,AJU
Piloto Osvaldo Marques Dias Airport,BR,Alta Floresta,AFL
AraÃƒÆ’Ã‚Â§atuba Airport,BR,Aracatuba,ARU
Usina Porto Primavera Airport,BR,Rosana,
Romeu Zema Airport,BR,Araxa,AAX
Val de Cans/JÃƒÆ’Ã‚Âºlio Cezar Ribeiro International Airport,BR,Belem,BEL
Comandante Gustavo Kraemer Airport,BR,Bage,BGX
Pampulha - Carlos Drummond de Andrade Airport,BR,Belo Horizonte,PLU
Bacacheri Airport,BR,Curitiba,BFH
Estadual Arthur Siqueira Airport,BR,Braganca Paulista,BJP
Major Brigadeiro Doorgal Borges Airport,BR,Barbacena,
Presidente Juscelino Kubistschek International Airport,BR,Brasilia,BSB
Chafei Amsei Airport,BR,Barretos,BAT
Bauru Airport,BR,Bauru,BAU
Atlas Brasil Cantanhede Airport,BR,Boa Vista,BVB
Barra do GarÃƒÆ’Ã‚Â§as Airport,BR,Barra Do Garcas,BPG
Umberto Modiano Airport,BR,Cabo Frio,BZC
Cascavel Airport,BR,Cascavel,CAC
Cabo Frio Airport,BR,Cabo Frio,CFB
Cachimbo Airport,BR,Novo Progresso,
CaÃƒÆ’Ã‚Â§ador Airport,BR,Cacador,CFC
Tancredo Neves International Airport,BR,Belo Horizonte,CNF
Campo Grande Airport,BR,Campo Grande,CGR
Serafin Enoss Bertaso Airport,BR,Chapeco,XAP
Brig. Lysias Augusto Rodrigues Airport,BR,Carolina,CLN
CarajÃƒÆ’Ã‚Â¡s Airport,BR,Parauapebas,CKS
DiomÃƒÆ’Ã‚Â­cio Freitas Airport,BR,Criciuma,CCM
Nelson Ribeiro GuimarÃƒÆ’Ã‚Â£es Airport,BR,Caldas Novas,CLV
Canoas Air Force Base,BR,Porto Alegre,
Bartolomeu Lisandro Airport,BR,Campos Dos Goytacazes,CAW
CorumbÃƒÆ’Ã‚Â¡ International Airport,BR,Corumba,CMG
Afonso Pena Airport,BR,Curitiba,CWB
Caravelas Airport,BR,Caravelas,CRQ
Hugo Cantergiani Regional Airport,BR,Caxias Do Sul,CXJ
Marechal Rondon Airport,BR,Cuiaba,CGB
Cruzeiro do Sul Airport,BR,Cruzeiro Do Sul,CZS
Bonito Airport,BR,Bonito,BYO
Presidente Prudente Airport,BR,Presidente Prudente,PPB
Plataforma P-15 Airport,BR,Macae,
Eduardo Gomes International Airport,BR,Manaus,MAO
Jacareacanga Airport,BR,Jacareacanga,JCR
Espinosa Airport,BR,Espinosa,ESI
SÃƒÆ’Ã‚Â£o Pedro da Aldeia Airport,BR,Sao Pedro Da Aldeia,0
Cataratas International Airport,BR,Foz Do Iguacu,IGU
HercÃƒÆ’Ã‚Â­lio Luz International Airport,BR,Florianopolis,FLN
Fernando de Noronha Airport,BR,Fernando De Noronha,FEN
SÃƒÆ’Ã‚Â£o TomÃƒÆ’Ã‚Â© Heliport,BR,Campos Dos Goytacazes,
Furnas Airport,BR,Sao Jose Da Barra,
Pinto Martins International Airport,BR,Fortaleza,FOR
Rio GaleÃƒÆ’Ã‚Â£o ÃƒÂ¢Ã‚â‚¬Ã‚â€œ Tom Jobim International Airport,BR,Rio De Janeiro,GIG
GuajarÃƒÆ’Ã‚Â¡-Mirim Airport,BR,Guajara-Mirim,GJM
Santa Genoveva Airport,BR,GoiAC/nia,GYN
EMBRAER - Unidade GaviÃƒÆ’Ã‚Â£o Peixoto Airport,BR,Gaviao Peixoto,0
Guarulhos - Governador AndrÃƒÆ’Ã‚Â© Franco Montoro International Airport,BR,Sao Paulo,GRU
Tancredo Thomas de Faria Airport,BR,Guarapuava,GPB
Coronel Altino Machado de Oliveira Airport,BR,Governador Valadares,GVR
GuaratinguetÃƒÆ’Ã‚Â¡ Airport,BR,Guaratingueta,GUJ
Altamira Airport,BR,Altamira,ATM
Itacoatiara Airport,BR,Itacoatiara,ITA
Itaituba Airport,BR,Itaituba,ITB
Bahia - Jorge Amado Airport,BR,Ilheus,IOS
Usiminas Airport,BR,Ipatinga,IPN
Francisco Vilela do Amaral Airport,BR,Itumbiara,ITR
Prefeito Renato Moreira Airport,BR,Imperatriz,IMP
Humberto Ghizzo Bortoluzzi Regional Airport,BR,Jaguaruna,JJG
BelÃƒÆ’Ã‚Â©m/Brigadeiro ProtÃƒÆ’Ã‚Â¡sio de Oliveira Airport,BR,Belem,
Comte. Rolim Adolfo AmaroÃƒÂ¢Ã‚â‚¬Ã‚â€œJundiaÃƒÆ’Ã‚Â­ State Airport,BR,Jundiai,
Francisco de Assis Airport,BR,Juiz De Fora,JDF
Presidente Castro Pinto International Airport,BR,Joao Pessoa,JPA
JacarepaguÃƒÆ’Ã‚Â¡ - Roberto Marinho Airport,BR,Rio De Janeiro,
Orlando Bezerra de Menezes Airport,BR,Juazeiro Do Norte,JDO
Lauro Carneiro de Loyola Airport,BR,Joinville,JOI
Presidente JoÃƒÆ’Ã‚Â£o Suassuna Airport,BR,Campina Grande,CPV
Viracopos International Airport,BR,Campinas,VCP
Plataforma P-25 Helipad,BR,Macae,
Coronel HorÃƒÆ’Ã‚Â¡cio de Mattos Airport,BR,Lencois,LEC
Lages Airport,BR,Lages,LAJ
Lins Airport,BR,Lins,LIP
Governador JosÃƒÆ’Ã‚Â© Richa Airport,BR,Londrina,LDB
Bom Jesus da Lapa Airport,BR,Bom Jesus Da Lapa,LAZ
Lagoa Santa Airport,BR,Lagoa Santa,0
